manufacturer,permit_number,vin_number,is_operatable_without_driver,driver_present,is_disengaged_by,disengaged_location,disengagement_reason,date
APPLE INC.,AVT030,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,2/25/2021
APPLE INC.,AVT030,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,2/25/2021
APPLE INC.,AVT030,2T2BGMCA7HC017262,No,Yes,AV System,Street,Motion control health check caused software kickout,3/1/2021
APPLE INC.,AVT030,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,3/1/2021
APPLE INC.,AVT030,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,3/1/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,3/5/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,3/8/2021
APPLE INC.,AVT030,2T2BGMCA0HC019967,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,3/9/2021
APPLE INC.,AVT030,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,3/15/2021
APPLE INC.,AVT030,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,3/15/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,3/17/2021
APPLE INC.,AVT030,2T2BGMCA0HC019967,No,Yes,AV System,Street,Motion control health check caused software kickout,3/19/2021
APPLE INC.,AVT030,2T2BGMCA8GC008424,No,Yes,AV System,Highway,Hardware diagnostic detected hardware health issue,3/22/2021
APPLE INC.,AVT030,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,3/23/2021
APPLE INC.,AVT030,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of parked vehicle caused undesirable motion plan,3/23/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,3/23/2021
APPLE INC.,AVT030,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,3/24/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/26/2021
APPLE INC.,AVT030,2T2BGMCA3GC007861,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/26/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/26/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,3/29/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,4/5/2021
APPLE INC.,AVT030,2T2BGMCA2HC019338,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,4/12/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,4/19/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,4/20/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,4/22/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,4/29/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Safety driver discomfort due to selected motion plan,4/29/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,5/7/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,5/11/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,5/12/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,5/12/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,5/13/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout,5/13/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,5/17/2021
APPLE INC.,AVT030,2T2BGMCA1HC014096,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,5/20/2021
APPLE INC.,AVT030,2T2BGMCAXHC020026,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,5/27/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,5/27/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,5/27/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,5/28/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/1/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,6/2/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,6/4/2021
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/8/2021
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,6/8/2021
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,6/8/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/11/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,6/14/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,6/14/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,6/14/2021
APPLE INC.,AVT030,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,6/15/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/16/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,6/16/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,6/17/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/17/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/21/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/21/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,6/22/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,6/24/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,6/25/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/28/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,6/29/2021
APPLE INC.,AVT030,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,6/30/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,7/1/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect prediction led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan did not adequately follow driving etiquette,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect perception led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect prediction of vehicle caused undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,7/6/2021
APPLE INC.,AVT030,2T2BGMCA5HC019737,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,7/7/2021
APPLE INC.,AVT030,2T2BGMCA5HC019737,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,7/8/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/9/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,7/14/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,7/16/2021
APPLE INC.,AVT030,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/20/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/20/2021
APPLE INC.,AVT030,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/21/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/21/2021
APPLE INC.,AVT030,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,7/23/2021
APPLE INC.,AVT030,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/23/2021
APPLE INC.,AVT030,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/26/2021
APPLE INC.,AVT030,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/26/2021
APPLE INC.,AVT030,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,7/26/2021
